Class	Text
Habitat	"Males of our species patrol along streambeds. dirt roads, or relatively bare openings."
Habitat	"Males of our species patrol along streambeds. dirt roads, or relatively bare openings."
Habitat	"Open, sunny situations —open fields, dunes, roadsides, thorn scrub.[image] Male Common Buckeyes often perch and patrol along dirt roads, bare open areas, and sand dunes. …They may occasionally participate in migrations- often along caostlines."
Habitat	"Open, sunny situations —open fields, dunes, roadsides, thorn scrub.[image] Male Common Buckeyes often perch and patrol along dirt roads, bare open areas, and sand dunes. …They may occasionally participate in migrations- often along caostlines."
Habitat	"Open, sunny situations —open fields, dunes, roadsides, thorn scrub.[image] Male Common Buckeyes often perch and patrol along dirt roads, bare open areas, and sand dunes. …They may occasionally participate in migrations- often along caostlines."
Habitat	"Open, sunny situations —open fields, dunes, roadsides, thorn scrub.[image] Male Common Buckeyes often perch and patrol along dirt roads, bare open areas, and sand dunes. …They may occasionally participate in migrations- often along caostlines."
Habitat	Black Mangrove swamps and tidal flats.
Habitat	Black Mangrove swamps and tidal flats.
Habitat	Black Mangrove swamps and tidal flats.
Habitat	Black Mangrove swamps and tidal flats.
Habitat	"Open tropical lowlands — weedy fields, beach dunes."
Habitat	"Open tropical lowlands — weedy fields, beach dunes."
Habitat	"Open tropical lowlands — weedy fields, beach dunes."
Habitat	"Open tropical lowlands — weedy fields, beach dunes."
Habitat	"Moist weedy fields, swamp edges, parks."
Habitat	"Moist weedy fields, swamp edges, parks."
Habitat	"Moist weedy fields, swamp edges, parks."
Habitat	"Moist weedy fields, swamp edges, parks."
Habitat	Disturbed scrubland.
Habitat	Disturbed scrubland.
Habitat	Disturbed scrubland.
Habitat	Disturbed scrubland.
Habitat	"Open weedy areas, fields, orchards, second growth."
Habitat	"Open weedy areas, fields, orchards, second growth."
Habitat	"Open weedy areas, fields, orchards, second growth."
Habitat	"Open weedy areas, fields, orchards, second growth."
Habitat	"Clearings in river forest, overgrown orchards, weedy areas near houses.Adults roost under leaves at night."
Habitat	"Clearings in river forest, overgrown orchards, weedy areas near houses.Adults roost under leaves at night."
Habitat	"Clearings in river forest, overgrown orchards, weedy areas near houses.Adults roost under leaves at night."
Habitat	"Clearings in river forest, overgrown orchards, weedy areas near houses.Adults roost under leaves at night."
Habitat	Tropical rain and cloud forests.
Habitat	Tropical rain and cloud forests.
Habitat	Tropical rain and cloud forests.
Habitat	Tropical rain and cloud forests.
Habitat	"associated with forests or adjacent open areas, often along stream courses."
Habitat	"associated with forests or adjacent open areas, often along stream courses."
Habitat	"associated with forests or adjacent open areas, often along stream courses."
Habitat	"associated with forests or adjacent open areas, often along stream courses."
Habitat	"Deciduous broad-leaf forest or mixed evergreen forest, associated edges, and clearings."
Habitat	"Deciduous broad-leaf forest or mixed evergreen forest, associated edges, and clearings."
Habitat	"Deciduous broad-leaf forest or mixed evergreen forest, associated edges, and clearings."
Habitat	"Deciduous broad-leaf forest or mixed evergreen forest, associated edges, and clearings."
Habitat	"Riparian and swampy areas, lake edges"
Habitat	"Riparian and swampy areas, lake edges"
Habitat	"Riparian and swampy areas, lake edges"
Habitat	"Riparian and swampy areas, lake edges"
Habitat	"Streamsides, river forests, small towns, and subdivisions."
Habitat	"Streamsides, river forests, small towns, and subdivisions."
Habitat	"Streamsides, river forests, small towns, and subdivisions."
Habitat	"Streamsides, river forests, small towns, and subdivisions."
Habitat	Woodland edges and trails near streams.
Habitat	Woodland edges and trails near streams.
Habitat	Woodland edges and trails near streams.
Habitat	Woodland edges and trails near streams.
Habitat	Lowland tropical forests with a  distinct dry season.
Habitat	Lowland tropical forests with a  distinct dry season.
Habitat	Lowland tropical forests with a  distinct dry season.
Habitat	Lowland tropical forests with a  distinct dry season.
Habitat	Oak groves and stream valleys.
Habitat	Oak groves and stream valleys.
Habitat	Oak groves and stream valleys.
Habitat	Oak groves and stream valleys.
Habitat	Stream valleys with dry scrub or scattered forest.
Habitat	Stream valleys with dry scrub or scattered forest.
Habitat	Stream valleys with dry scrub or scattered forest.
Habitat	Stream valleys with dry scrub or scattered forest.
Habitat	Hardwood hammocks in s. Fla.; river forests in seasonally dry tropics.
Habitat	Hardwood hammocks in s. Fla.; river forests in seasonally dry tropics.
Habitat	Hardwood hammocks in s. Fla.; river forests in seasonally dry tropics.
Habitat	Hardwood hammocks in s. Fla.; river forests in seasonally dry tropics.
Habitat	"Hardwood hammocks on FIa. Keys, river forests elsewhere."
Habitat	"Hardwood hammocks on FIa. Keys, river forests elsewhere."
Habitat	"Hardwood hammocks on FIa. Keys, river forests elsewhere."
Habitat	"Hardwood hammocks on FIa. Keys, river forests elsewhere."
Habitat	Forest edges.
Habitat	Forest edges.
Habitat	Forest edges.
Habitat	Forest edges.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	Wet tropical forests.
Habitat	"Weedy fields, roadsides, wood edges."
Habitat	"Weedy fields, roadsides, wood edges."
Habitat	"Weedy fields, roadsides, wood edges."
Habitat	"Weedy fields, roadsides, wood edges."
Habitat	"Open, subtropical woods."
Habitat	"Open, subtropical woods."
Habitat	"Open, subtropical woods."
Habitat	"Open, subtropical woods."
Habitat	"Adults congregate at a focal tree just before dusk. As the sun sets, they leave the tree to roost under the leaves of adjacent trees or shrubs"
Habitat	"Adults congregate at a focal tree just before dusk. As the sun sets, they leave the tree to roost under the leaves of adjacent trees or shrubs"
Habitat	"Adults congregate at a focal tree just before dusk. As the sun sets, they leave the tree to roost under the leaves of adjacent trees or shrubs"
Habitat	"Adults congregate at a focal tree just before dusk. As the sun sets, they leave the tree to roost under the leaves of adjacent trees or shrubs"
Habitat	Forest edges and cutover second growth.
Habitat	Forest edges and cutover second growth.
Habitat	Forest edges and cutover second growth.
Habitat	Forest edges and cutover second growth.
Habitat	Tropical seasonally dry forest and associated edges.
Habitat	Tropical seasonally dry forest and associated edges.
Habitat	Tropical seasonally dry forest and associated edges.
Habitat	Tropical seasonally dry forest and associated edges.
Habitat	"Second-growth scrub, forest edges."
Habitat	"Second-growth scrub, forest edges."
Habitat	"Second-growth scrub, forest edges."
Habitat	"Second-growth scrub, forest edges."
Habitat	Trails and light gaps in wet forest
Habitat	Trails and light gaps in wet forest
Habitat	Trails and light gaps in wet forest
Habitat	Trails and light gaps in wet forest
Habitat	"Cutover areas, forest edges, stream valleys."
Habitat	"Cutover areas, forest edges, stream valleys."
Habitat	"Cutover areas, forest edges, stream valleys."
Habitat	"Cutover areas, forest edges, stream valleys."
Habitat	"Forest edges near streams, trees in open fields."
Habitat	"Forest edges near streams, trees in open fields."
Habitat	"Forest edges near streams, trees in open fields."
Habitat	"Forest edges near streams, trees in open fields."
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	"Tropical forests, especially river valleys."
Habitat	"Tropical forests, especially river valleys."
Habitat	"Tropical forests, especially river valleys."
Habitat	"Tropical forests, especially river valleys."
Habitat	Hardwood hammocks or edges in s. Fla.; evergreen or semi-evergreen forests elsewhere.
Habitat	Hardwood hammocks or edges in s. Fla.; evergreen or semi-evergreen forests elsewhere.
Habitat	Hardwood hammocks or edges in s. Fla.; evergreen or semi-evergreen forests elsewhere.
Habitat	Hardwood hammocks or edges in s. Fla.; evergreen or semi-evergreen forests elsewhere.
Habitat	Tropical woodlands.
Habitat	Tropical woodlands.
Habitat	Tropical woodlands.
Habitat	Tropical woodlands.
Habitat	often found perching on tree limbs or trunks high in the canopy.
Habitat	often found perching on tree limbs or trunks high in the canopy.
Habitat	often found perching on tree limbs or trunks high in the canopy.
Habitat	often found perching on tree limbs or trunks high in the canopy.
Habitat	"Woods edges, trails, willows near river courses."
Habitat	"Woods edges, trails, willows near river courses."
Habitat	"Woods edges, trails, willows near river courses."
Habitat	"Woods edges, trails, willows near river courses."
Habitat	Pine-palmelto scrub or its edges.
Habitat	Pine-palmelto scrub or its edges.
Habitat	Pine-palmelto scrub or its edges.
Habitat	Pine-palmelto scrub or its edges.
Habitat	"Open deciduous woods and scrub, especially along streams, open fields, and many others."
Habitat	"Open deciduous woods and scrub, especially along streams, open fields, and many others."
Habitat	"Open deciduous woods and scrub, especially along streams, open fields, and many others."
Habitat	"Open deciduous woods and scrub, especially along streams, open fields, and many others."
Habitat	Disturijed forest and edges
Habitat	Disturijed forest and edges
Habitat	Disturijed forest and edges
Habitat	Disturijed forest and edges
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Wide range of tropical forests.
Habitat	Wide range of tropical forests.
Habitat	Wide range of tropical forests.
Habitat	Wide range of tropical forests.
Habitat	Our Asterocampas usually live in forests or along rivers. When they wander they may be found in cities or suburbs.often perch very high on branches of their host trees.
Habitat	Our Asterocampas usually live in forests or along rivers. When they wander they may be found in cities or suburbs.often perch very high on branches of their host trees.
Habitat	Our Asterocampas usually live in forests or along rivers. When they wander they may be found in cities or suburbs.often perch very high on branches of their host trees.
Habitat	Our Asterocampas usually live in forests or along rivers. When they wander they may be found in cities or suburbs.often perch very high on branches of their host trees.
Habitat	"Wooded streams, forest glades, towns."
Habitat	"Wooded streams, forest glades, towns."
Habitat	"Wooded streams, forest glades, towns."
Habitat	"Wooded streams, forest glades, towns."
Habitat	"[image] In the afternoon, males perch on shrubs or low tree branches, often their host hackberry, and await receptive females.River forests and thorn scrub."
Habitat	"[image] In the afternoon, males perch on shrubs or low tree branches, often their host hackberry, and await receptive females.River forests and thorn scrub."
Habitat	"[image] In the afternoon, males perch on shrubs or low tree branches, often their host hackberry, and await receptive females.River forests and thorn scrub."
Habitat	"[image] In the afternoon, males perch on shrubs or low tree branches, often their host hackberry, and await receptive females.River forests and thorn scrub."
Habitat	"Dense riverside woods, dry woods, cities, etc."
Habitat	"Dense riverside woods, dry woods, cities, etc."
Habitat	"Dense riverside woods, dry woods, cities, etc."
Habitat	"Dense riverside woods, dry woods, cities, etc."
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Wood edges and roadsides.
Habitat	Wood edges and roadsides.
Habitat	Wood edges and roadsides.
Habitat	Wood edges and roadsides.
Habitat	"Except for arctic and prairie species, the butterflies are usually found in  woodlands, often those associated with streams or swamps."
Habitat	"Except for arctic and prairie species, the butterflies are usually found in  woodlands, often those associated with streams or swamps."
Habitat	"Except for arctic and prairie species, the butterflies are usually found in  woodlands, often those associated with streams or swamps."
Habitat	"Except for arctic and prairie species, the butterflies are usually found in  woodlands, often those associated with streams or swamps."
Habitat	found in densely forested swamps or along wooded streams. The males perch and patrol chiefly in the shade or in the open at dusk or on overcast days. They often rest on tree trunks.
Habitat	found in densely forested swamps or along wooded streams. The males perch and patrol chiefly in the shade or in the open at dusk or on overcast days. They often rest on tree trunks.
Habitat	found in densely forested swamps or along wooded streams. The males perch and patrol chiefly in the shade or in the open at dusk or on overcast days. They often rest on tree trunks.
Habitat	found in densely forested swamps or along wooded streams. The males perch and patrol chiefly in the shade or in the open at dusk or on overcast days. They often rest on tree trunks.
Habitat	"Shady, wooded areas near small streams leading into swamps."
Habitat	"Shady, wooded areas near small streams leading into swamps."
Habitat	"Shady, wooded areas near small streams leading into swamps."
Habitat	"Shady, wooded areas near small streams leading into swamps."
Habitat	"Damp deciduous woods, usually near streams or marshes; mixed transition zone woodlands."
Habitat	"Damp deciduous woods, usually near streams or marshes; mixed transition zone woodlands."
Habitat	"Damp deciduous woods, usually near streams or marshes; mixed transition zone woodlands."
Habitat	"Damp deciduous woods, usually near streams or marshes; mixed transition zone woodlands."
Habitat	"[image] Adults are found only in forests near their caterpillar host Switch Cane.Usually dense moist woods near periphery of large swamps, but dense upland forests in s. Appalachians."
Habitat	"[image] Adults are found only in forests near their caterpillar host Switch Cane.Usually dense moist woods near periphery of large swamps, but dense upland forests in s. Appalachians."
Habitat	"[image] Adults are found only in forests near their caterpillar host Switch Cane.Usually dense moist woods near periphery of large swamps, but dense upland forests in s. Appalachians."
Habitat	"[image] Adults are found only in forests near their caterpillar host Switch Cane.Usually dense moist woods near periphery of large swamps, but dense upland forests in s. Appalachians."
Habitat	"The adults are found in marshes and swamps, or along slow-moving streams and ditches."
Habitat	"The adults are found in marshes and swamps, or along slow-moving streams and ditches."
Habitat	"The adults are found in marshes and swamps, or along slow-moving streams and ditches."
Habitat	"The adults are found in marshes and swamps, or along slow-moving streams and ditches."
Habitat	"Freshwater marshes, sedge meadows, slow-moving streams or ditches."
Habitat	"Freshwater marshes, sedge meadows, slow-moving streams or ditches."
Habitat	"Freshwater marshes, sedge meadows, slow-moving streams or ditches."
Habitat	"Freshwater marshes, sedge meadows, slow-moving streams or ditches."
Habitat	"[image] Adults are found in small grassy openings along small streams or in moist woods.Wet wooded swamps, shrub swamp, forest edges."
Habitat	"[image] Adults are found in small grassy openings along small streams or in moist woods.Wet wooded swamps, shrub swamp, forest edges."
Habitat	"[image] Adults are found in small grassy openings along small streams or in moist woods.Wet wooded swamps, shrub swamp, forest edges."
Habitat	"[image] Adults are found in small grassy openings along small streams or in moist woods.Wet wooded swamps, shrub swamp, forest edges."
Habitat	"Wet, open woodland, often long-leafed pine woods."
Habitat	"Wet, open woodland, often long-leafed pine woods."
Habitat	"Wet, open woodland, often long-leafed pine woods."
Habitat	"Wet, open woodland, often long-leafed pine woods."
Habitat	[image] Adults are usually found along the ground in various forests.Woodlands.
Habitat	[image] Adults are usually found along the ground in various forests.Woodlands.
Habitat	[image] Adults are usually found along the ground in various forests.Woodlands.
Habitat	[image] Adults are usually found along the ground in various forests.Woodlands.
Habitat	Openings in sandy pinewoods or pine barrens.
Habitat	Openings in sandy pinewoods or pine barrens.
Habitat	Openings in sandy pinewoods or pine barrens.
Habitat	Openings in sandy pinewoods or pine barrens.
Habitat	Sedge swamps.
Habitat	Sedge swamps.
Habitat	Sedge swamps.
Habitat	Sedge swamps.
Habitat	"Woods, old fields, especially on basic soils."
Habitat	"Woods, old fields, especially on basic soils."
Habitat	"Woods, old fields, especially on basic soils."
Habitat	"Woods, old fields, especially on basic soils."
Habitat	Woods.
Habitat	Woods.
Habitat	Woods.
Habitat	Woods.
Habitat	"Open woodlands — mesquite, juniper, oak-pine."
Habitat	"Open woodlands — mesquite, juniper, oak-pine."
Habitat	"Open woodlands — mesquite, juniper, oak-pine."
Habitat	"Open woodlands — mesquite, juniper, oak-pine."
Habitat	Open grassy areas In wide variety of settings.
Habitat	Open grassy areas In wide variety of settings.
Habitat	Open grassy areas In wide variety of settings.
Habitat	Open grassy areas In wide variety of settings.
Habitat	"HABITAT: Prairies, oldfields, pinevvoods. bogs, open meadows."
Habitat	"HABITAT: Prairies, oldfields, pinevvoods. bogs, open meadows."
Habitat	"HABITAT: Prairies, oldfields, pinevvoods. bogs, open meadows."
Habitat	"HABITAT: Prairies, oldfields, pinevvoods. bogs, open meadows."
Habitat	"The alpines are limited to subalpine, alpine, and arctic habitats throughout the Northern Hemisphere. Most species are found in mountainous Eurasia. In eastern North America six  species occur, primarily in boreal portions of eastern Canada, but two bog species (E. disa and E. discoidalis)Males patrol low over grassy vegetation"
Habitat	"The alpines are limited to subalpine, alpine, and arctic habitats throughout the Northern Hemisphere. Most species are found in mountainous Eurasia. In eastern North America six  species occur, primarily in boreal portions of eastern Canada, but two bog species (E. disa and E. discoidalis)Males patrol low over grassy vegetation"
Habitat	"The alpines are limited to subalpine, alpine, and arctic habitats throughout the Northern Hemisphere. Most species are found in mountainous Eurasia. In eastern North America six  species occur, primarily in boreal portions of eastern Canada, but two bog species (E. disa and E. discoidalis)Males patrol low over grassy vegetation"
Habitat	"The alpines are limited to subalpine, alpine, and arctic habitats throughout the Northern Hemisphere. Most species are found in mountainous Eurasia. In eastern North America six  species occur, primarily in boreal portions of eastern Canada, but two bog species (E. disa and E. discoidalis)Males patrol low over grassy vegetation"
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	bog species
Habitat	Wet tundra.
Habitat	Wet tundra.
Habitat	Wet tundra.
Habitat	Wet tundra.
Habitat	Black Spruce-sphagnum bogs.
Habitat	Black Spruce-sphagnum bogs.
Habitat	Black Spruce-sphagnum bogs.
Habitat	Black Spruce-sphagnum bogs.
Habitat	Moist swales on tundra.
Habitat	Moist swales on tundra.
Habitat	Moist swales on tundra.
Habitat	Moist swales on tundra.
Habitat	"Open sphagnum bogs, grassy areas with acidic soils."
Habitat	"Open sphagnum bogs, grassy areas with acidic soils."
Habitat	"Open sphagnum bogs, grassy areas with acidic soils."
Habitat	"Open sphagnum bogs, grassy areas with acidic soils."
Habitat	Grassy areas in and above wet tundra.
Habitat	Grassy areas in and above wet tundra.
Habitat	Grassy areas in and above wet tundra.
Habitat	Grassy areas in and above wet tundra.
Habitat	Virgin high prairie in Man.
Habitat	Virgin high prairie in Man.
Habitat	Virgin high prairie in Man.
Habitat	Virgin high prairie in Man.
Habitat	Short-grass prairie or similar grasslands with areas of bare soil.
Habitat	Short-grass prairie or similar grasslands with areas of bare soil.
Habitat	Short-grass prairie or similar grasslands with areas of bare soil.
Habitat	Short-grass prairie or similar grasslands with areas of bare soil.
Habitat	Openings in western Jack or Lodgepole pine forests.
Habitat	Openings in western Jack or Lodgepole pine forests.
Habitat	Openings in western Jack or Lodgepole pine forests.
Habitat	Openings in western Jack or Lodgepole pine forests.
Habitat	"Meadows and open grassy or rocky areas, especially on Canadian Shield (a Precambrian formation)."
Habitat	"Meadows and open grassy or rocky areas, especially on Canadian Shield (a Precambrian formation)."
Habitat	"Meadows and open grassy or rocky areas, especially on Canadian Shield (a Precambrian formation)."
Habitat	"Meadows and open grassy or rocky areas, especially on Canadian Shield (a Precambrian formation)."
Habitat	"Slopes and summits of hills in dry virgin prairie, tundra."
Habitat	"Slopes and summits of hills in dry virgin prairie, tundra."
Habitat	"Slopes and summits of hills in dry virgin prairie, tundra."
Habitat	"Slopes and summits of hills in dry virgin prairie, tundra."
Habitat	Virgin prairie.
Habitat	Virgin prairie.
Habitat	Virgin prairie.
Habitat	Virgin prairie.
Habitat	"Grassy alpine slopes, tundra, and subarctic bogs."
Habitat	"Grassy alpine slopes, tundra, and subarctic bogs."
Habitat	"Grassy alpine slopes, tundra, and subarctic bogs."
Habitat	"Grassy alpine slopes, tundra, and subarctic bogs."
Habitat	"Black Spruce—sphagnum bogs often with larch, wet tundra."
Habitat	"Black Spruce—sphagnum bogs often with larch, wet tundra."
Habitat	"Black Spruce—sphagnum bogs often with larch, wet tundra."
Habitat	"Black Spruce—sphagnum bogs often with larch, wet tundra."
Habitat	"Open tundra, rocky summits and saddles, talus slopes, and frost-heaved clear-cut areas."
Habitat	"Open tundra, rocky summits and saddles, talus slopes, and frost-heaved clear-cut areas."
Habitat	"Open tundra, rocky summits and saddles, talus slopes, and frost-heaved clear-cut areas."
Habitat	"Open tundra, rocky summits and saddles, talus slopes, and frost-heaved clear-cut areas."
Habitat	Open moist tundra.
Habitat	Open moist tundra.
Habitat	Open moist tundra.
Habitat	Open moist tundra.
Habitat	"During the summer, males patrol open fields or similar areas in search of females"
Habitat	"During the summer, males patrol open fields or similar areas in search of females"
Habitat	"During the summer, males patrol open fields or similar areas in search of females"
Habitat	"During the summer, males patrol open fields or similar areas in search of females"
Habitat	"Open weedy areas, roadsides, pastures, marshes, and similar situations."
Habitat	"Open weedy areas, roadsides, pastures, marshes, and similar situations."
Habitat	"Open weedy areas, roadsides, pastures, marshes, and similar situations."
Habitat	"Open weedy areas, roadsides, pastures, marshes, and similar situations."
Habitat	"Open fields, dry washes, dunes, pastures, river courses, and other open areas."
Habitat	"Open fields, dry washes, dunes, pastures, river courses, and other open areas."
Habitat	"Open fields, dry washes, dunes, pastures, river courses, and other open areas."
Habitat	"Open fields, dry washes, dunes, pastures, river courses, and other open areas."
Habitat	[image] Adults are more often found in forests than in open fields.Open pastures and edges of seasonally dry tropical forests.
Habitat	[image] Adults are more often found in forests than in open fields.Open pastures and edges of seasonally dry tropical forests.
Habitat	[image] Adults are more often found in forests than in open fields.Open pastures and edges of seasonally dry tropical forests.
Habitat	[image] Adults are more often found in forests than in open fields.Open pastures and edges of seasonally dry tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Tropical forests.
Habitat	Wide variety of tropical forests and second-growth habitats.
Habitat	Wide variety of tropical forests and second-growth habitats.
Habitat	Wide variety of tropical forests and second-growth habitats.
Habitat	Wide variety of tropical forests and second-growth habitats.
Habitat	Coastal mangrove thickets and nearby openings.
Habitat	Coastal mangrove thickets and nearby openings.
Habitat	Coastal mangrove thickets and nearby openings.
Habitat	Coastal mangrove thickets and nearby openings.
Habitat	"Subtropical woods, city flower gardens."
Habitat	"Subtropical woods, city flower gardens."
Habitat	"Subtropical woods, city flower gardens."
Habitat	"Subtropical woods, city flower gardens."
Habitat	"Near streams in  moist, lowland tropical forests, especially associated edges and openings."
Habitat	"Near streams in  moist, lowland tropical forests, especially associated edges and openings."
Habitat	"Near streams in  moist, lowland tropical forests, especially associated edges and openings."
Habitat	"Near streams in  moist, lowland tropical forests, especially associated edges and openings."
Habitat	[image] males take up perches about waist-highMany disturbed and open forest situations.
Habitat	[image] males take up perches about waist-highMany disturbed and open forest situations.
Habitat	[image] males take up perches about waist-highMany disturbed and open forest situations.
Habitat	[image] males take up perches about waist-highMany disturbed and open forest situations.
Habitat	Tropical woods or scrub and associated edges.
Habitat	Tropical woods or scrub and associated edges.
Habitat	Tropical woods or scrub and associated edges.
Habitat	Tropical woods or scrub and associated edges.
Habitat	Hardwood hammocks in s. Fla. and subtropical woods in s. Texas.
Habitat	Hardwood hammocks in s. Fla. and subtropical woods in s. Texas.
Habitat	Hardwood hammocks in s. Fla. and subtropical woods in s. Texas.
Habitat	Hardwood hammocks in s. Fla. and subtropical woods in s. Texas.
Habitat	Tidal scrub.
Habitat	Tidal scrub.
Habitat	Tidal scrub.
Habitat	Tidal scrub.
Habitat	"Open areas along trails through tropical and subtropical forests, brush, and associated edges."
Habitat	"Open areas along trails through tropical and subtropical forests, brush, and associated edges."
Habitat	"Open areas along trails through tropical and subtropical forests, brush, and associated edges."
Habitat	"Open areas along trails through tropical and subtropical forests, brush, and associated edges."
Habitat	Tropical scrub and associated edges.
Habitat	Tropical scrub and associated edges.
Habitat	Tropical scrub and associated edges.
Habitat	Tropical scrub and associated edges.
Habitat	Tropical scrub and associated openings and edges.
Habitat	Tropical scrub and associated openings and edges.
Habitat	Tropical scrub and associated openings and edges.
Habitat	Tropical scrub and associated openings and edges.
Habitat	Thorny tropical scrub.
Habitat	Thorny tropical scrub.
Habitat	Thorny tropical scrub.
Habitat	Thorny tropical scrub.
Habitat	Arid chaparral.
Habitat	Arid chaparral.
Habitat	Arid chaparral.
Habitat	Arid chaparral.
Habitat	Shaded subtropical woods. Polxthrixes often perch upside-down under large leaves in the forest understory.
Habitat	Shaded subtropical woods. Polxthrixes often perch upside-down under large leaves in the forest understory.
Habitat	Shaded subtropical woods. Polxthrixes often perch upside-down under large leaves in the forest understory.
Habitat	Shaded subtropical woods. Polxthrixes often perch upside-down under large leaves in the forest understory.
Habitat	Streams and shady areas within tropical seasonal forest or scrub.
Habitat	Streams and shady areas within tropical seasonal forest or scrub.
Habitat	Streams and shady areas within tropical seasonal forest or scrub.
Habitat	Streams and shady areas within tropical seasonal forest or scrub.
Habitat	Tropical woods.
Habitat	Tropical woods.
Habitat	Tropical woods.
Habitat	Tropical woods.
Habitat	The males perch on low vegetation and periodically patrol back and forth.
Habitat	The males perch on low vegetation and periodically patrol back and forth.
Habitat	The males perch on low vegetation and periodically patrol back and forth.
Habitat	The males perch on low vegetation and periodically patrol back and forth.
Habitat	"Open disturbed situations, brushy fields, wood edges, gardens."
Habitat	"Open disturbed situations, brushy fields, wood edges, gardens."
Habitat	"Open disturbed situations, brushy fields, wood edges, gardens."
Habitat	"Open disturbed situations, brushy fields, wood edges, gardens."
Habitat	Open woods and wood edges.
Habitat	Open woods and wood edges.
Habitat	Open woods and wood edges.
Habitat	Open woods and wood edges.
Habitat	"Roadsides, overgrown fields, wood edges, trails in  hardwood hammocks."
Habitat	"Roadsides, overgrown fields, wood edges, trails in  hardwood hammocks."
Habitat	"Roadsides, overgrown fields, wood edges, trails in  hardwood hammocks."
Habitat	"Roadsides, overgrown fields, wood edges, trails in  hardwood hammocks."
Habitat	Tropical scrub and seasonal forest.
Habitat	Tropical scrub and seasonal forest.
Habitat	Tropical scrub and seasonal forest.
Habitat	Tropical scrub and seasonal forest.
Habitat	Seasonal lowland tropical forests and nearby openings and edges.
Habitat	Seasonal lowland tropical forests and nearby openings and edges.
Habitat	Seasonal lowland tropical forests and nearby openings and edges.
Habitat	Seasonal lowland tropical forests and nearby openings and edges.
Habitat	Grassy openings in tropical woods.
Habitat	Grassy openings in tropical woods.
Habitat	Grassy openings in tropical woods.
Habitat	Grassy openings in tropical woods.
Habitat	Subtropical scrub.
Habitat	Subtropical scrub.
Habitat	Subtropical scrub.
Habitat	Subtropical scrub.
Habitat	Adults spend much of their time perched upside-down under large leaves in tropical forest understories or in small clearings. Males perch in sunlit patches in tropical forests.
Habitat	Adults spend much of their time perched upside-down under large leaves in tropical forest understories or in small clearings. Males perch in sunlit patches in tropical forests.
Habitat	Adults spend much of their time perched upside-down under large leaves in tropical forest understories or in small clearings. Males perch in sunlit patches in tropical forests.
Habitat	Adults spend much of their time perched upside-down under large leaves in tropical forest understories or in small clearings. Males perch in sunlit patches in tropical forests.
Habitat	[image] roosts upside down under large leaves. Look for them along shaded forest streams.Tropical woods near streams or rivers.
Habitat	[image] roosts upside down under large leaves. Look for them along shaded forest streams.Tropical woods near streams or rivers.
Habitat	[image] roosts upside down under large leaves. Look for them along shaded forest streams.Tropical woods near streams or rivers.
Habitat	[image] roosts upside down under large leaves. Look for them along shaded forest streams.Tropical woods near streams or rivers.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Shady tropical woods.
Habitat	Shady tropical woods.
Habitat	Shady tropical woods.
Habitat	Shady tropical woods.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	Seasonal forest or scrub in tropical lowlands.
Habitat	"Damp, wooded ravines."
Habitat	"Damp, wooded ravines."
Habitat	"Damp, wooded ravines."
Habitat	"Damp, wooded ravines."
Habitat	"Open woods and brushy areas, especially pine or oak woods with sandy soil."
Habitat	"Open woods and brushy areas, especially pine or oak woods with sandy soil."
Habitat	"Open woods and brushy areas, especially pine or oak woods with sandy soil."
Habitat	"Open woods and brushy areas, especially pine or oak woods with sandy soil."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Desert grassland, pinyon-juniper woodland."
Habitat	"Citty flower gardens, edge of river woods."
Habitat	"Citty flower gardens, edge of river woods."
Habitat	"Citty flower gardens, edge of river woods."
Habitat	"Citty flower gardens, edge of river woods."
Habitat	"Tropical forests, especially near stream courses."
Habitat	"Tropical forests, especially near stream courses."
Habitat	"Tropical forests, especially near stream courses."
Habitat	"Tropical forests, especially near stream courses."
