Record ID	Book	Habitat	WGS_cont	WGS_contsub	WGS_province1	WGS_province2			
20154	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20155	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20155	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20155	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20155	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20156	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20156	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20156	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20156	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20157	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded swamps with cane.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20157	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded swamps with cane.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20157	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded swamps with cane.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20157	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Wooded swamps with cane.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20158	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20158	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20158	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20158	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20159	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20159	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20159	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20159	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20160	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20160	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20160	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20160	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20161	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20161	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20161	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20161	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20162	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20162	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20162	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20162	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20163	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20163	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20163	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20163	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20164	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20164	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20164	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20164	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20165	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20165	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20165	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20165	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20166	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20166	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20166	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20166	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20167	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20167	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20167	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20167	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20168	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20168	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20168	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20168	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20169	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20169	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20169	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20169	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20170	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20170	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20170	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20170	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20171	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20171	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20171	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20171	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20172	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20172	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20172	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20172	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20173	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20173	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20173	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20173	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20174	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt or brackish marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20174	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt or brackish marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20174	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt or brackish marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20174	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt or brackish marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20175	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20175	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20175	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20175	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20176	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20176	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20176	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20176	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)	Salt marshes.	7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20177	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20177	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20177	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20177	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20178	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20178	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20178	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20178	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20179	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20179	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20179	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20179	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20180	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20180	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20180	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20180	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20181	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20181	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20181	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20181	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20182	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20182	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20182	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20182	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20183	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20183	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
20183	A Field Guide to Eastern Butterflies (Peterson Field Guide Series)		7 Northern America	 70 Subarctic America	 Greenland (GNL-OO)	 72 Eastern Canada	 74 North-Central U.S.A.	 75 Northeastern U.S.A.	 78 Southeastern U.S.A.
